Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2093,0,3,4.316239014811466,1.3185069999508414,55.64037699991786,119.0,7.002857257709442,0.0,3,5,5,6,8,9,12,14,21,56,56
POST,/petclinic/api/owners/1/pets,4132,0,4,4.415949695305079,1.251295999963986,26.483708999990085,118.5065343659245,13.825038790661926,0.0,4,5,6,6,8,10,12,14,19,26,26
POST,/petclinic/api/owners/1/pets/1/visits,2098,0,4,4.581591068637117,1.2326959999882092,42.23911600001884,70.47807435653003,7.019586491483234,0.0,4,5,6,6,8,9,11,13,25,42,42
PUT,/petclinic/api/owners/2,2093,0,5,5.380827225514994,1.867707999963386,33.807737999950405,0.0,7.002857257709442,0.0,5,6,7,7,9,11,14,15,25,34,34
PUT,/petclinic/api/pets/2,2039,0,4,4.914870124571993,1.4603390000047511,28.536612000038986,0.0,6.822181532952485,0.0,4,5,6,7,9,11,14,17,25,29,29
POST,/petclinic/api/pettypes,2122,0,3,4.214900151271471,1.2874379999630037,23.237538999978824,34.486804901036756,7.099886813597437,0.0,3,5,5,6,7,9,12,13,18,23,23
PUT,/petclinic/api/pettypes/2,2122,0,3,3.961171459943418,1.176207000071372,23.31768099998044,0.0,7.099886813597437,0.0,3,4,5,6,7,9,11,12,17,23,23
POST,/petclinic/api/specialties,2032,0,4,4.308687765256364,1.2329049999380004,19.13182600003438,42.45964566929134,6.798760605669176,0.0,4,5,6,6,8,9,11,12,18,19,19
PUT,/petclinic/api/specialties/2,2032,0,4,4.27738046112004,1.2565160000121978,24.188567000010153,0.0,6.798760605669176,0.0,4,5,5,6,8,9,11,13,19,24,24
POST,/petclinic/api/vets,2082,0,5,5.6149648390960145,1.8102509999380345,341.27565199992205,106.47694524495677,6.966052943407099,0.0,5,6,7,7,10,11,14,15,23,340,340
PUT,/petclinic/api/vets/2,2082,0,4,5.11966676128712,1.7395870000882496,34.65799599996444,0.0,6.966052943407099,0.0,4,6,7,7,9,11,13,14,23,35,35
PUT,/petclinic/api/visits/2,2098,0,4,4.93308033317417,1.4643599999999424,34.06840600007399,0.0,7.019586491483234,0.0,4,6,6,7,9,11,13,15,23,34,34
,Aggregated,27025,0,4,4.65020840532835,1.176207000071372,341.27565199992205,46.910009250693804,90.42150854734719,0.0,4,5,6,7,8,10,12,14,23,42,340
